Material Number,Manufacturer Name,Manufacturer Article Number,Type Code,Short Text,Plant,Storage Location,Storage Bin,Technical Drawing Number,Technical Parameters,Remark 1,GTIN,SPARETECH ID,eClass [10.1],Storage Location,MRP Type_VB_ND,Purchasing Group,Valuation Class,Order Quantity_HB_FX,Fixed Order Quantity,Minimum Stock,Current Inventory Level,Maximum Quantity,Reorder Level,Base Unit of Measure,Purchase Order Text,Supplier Name,Supplier Article Number,Time Of Delivery,Price,MRP Type,Purchasing Value Key,Quantity Functional Location,Technical Location,Quantity Technical Location,Equipment,Quantity Equipment,Purchased Part/In-House Production,Language,Remark 2,New Creation ID
ERSA003428,Siemens AG,1LA7083-6AA11                                                                                       ,,"3-phase motors, Siemens",Stuttgart,0020-EF50|0020-PF90,606029,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,0,1,PC,"3-phase motors, Siemens 1LA7083-6AA11                                                                                        Siemens AG",,,,0,ZA,,,3501,3,47888 | 7888,5 I 1,Purchased Part,EN,,
ERSA003429,Festo,19271,Round cylinder ESNU-25-50-P-A,,Cape Town,0020-PL15,606030,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,1,1,PC, 19271 Festo,,,,0,ZA,,,1871,1,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003430,Festo,9999,CASS. 1/2 4 VIE,,Mexico City,0020-EF50,606031,,,,,,,0020-PL15,VB,C875,,HB,3,,,2,1,PC, 9999 Festo,,,,0,ZA,,,3082,2,48568 | 55879,0 I 0,Purchased Part,EN,,
ERSA003431,Festo,"DNCE-63-400-LS-""4""P-Q                                                                               ","DNCE-63-400-LS-""4""P-Q",,Toronto,0020-PF90,606019,,,,,,,0020-EF50,VB,C875,,FX,2,,,2,1,PC," DNCE-63-400-LS-""4""P-Q                                                                                Festo",,,,0,ZA,,,2443,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003432,Siemens AG,1LE1503-2AC53-4AB4                                                                                  ,,Three-phase motor,Cape Town,0020-PL15|0020-EF50|0020-PF90,606020,,,,,,,0020-PF90,VB,C875,,HB,3,,,3,1,PC,Three-phase motor 1LE1503-2AC53-4AB4                                                                                   Siemens AG,,,,0,ZA,,,1987,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003433,Siemens AG,1LA9 083-2KA10                                                                                      ,,MOTOR 1LA9-083-2KA10 Amotek,Tokyo,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,2,1,PC,MOTOR 1LA9-083-2KA10 Amotek 1LA9 083-2KA10                                                                                       Siemens AG,,,,0,ZA,,,1239,2,65997 | 54886,0 I 0,Purchased Part,EN,,
ERSA003434,Siemens AG,3RV1041-4KA10                                                                                       ,,motor protection switch,Toronto,0020-EF50|0020-PF90,0012L02043,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,3,,,4,1,PC,motor protection switch 3RV1041-4KA10                                                                                        Siemens AG,,,,1583.89,ZA,,,2188,3,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003435,Festo,DNG-40-43-PPV-A                                                                                     ,Standard cylinder,,Cape Town,0020-PL15,0012L02007,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,0,1,PC, DNG-40-43-PPV-A                                                                                      Festo,,,,0,ZA,,,3605,1,48568 | 55879,0 I 0,Purchased Part,EN,,
ERSA003436,Festo,CPV18-M1H-2X3-GLS-1/4                                                                               ,5/3 way valve,manual valves,Buenoes Aires,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,FX,3,,,3,1,PC,manual valves CPV18-M1H-2X3-GLS-1/4                                                                                Festo,,,,0,ZA,,,2272,2,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003437,Siemens AG,3RV1021-0HA15                                                                                       ,,Motor protection switch,Mexico City,0020-PF90,0012L02013,,,,,,,0020-EF50,VB,C875,,FX,3,,,3,1,PC,Motor protection switch 3RV1021-0HA15                                                                                        Siemens AG,,,,0,ZA,,,3190,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003438,Festo,170684,4port air manifold,,Mexico City,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,C875,,FX,2,,,0,1,PC, 170684 Festo,,,,0,ZA,,,4005,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003439,Festo,SNCB-100                                                                                            ,swivel flange,,Buenoes Aires,0020-PL15|0020-EF50,0012L01014,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,2,1,PC, SNCB-100                                                                                             Festo,,,,0,ZA,,,3085,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003440,Festo,DNCB-100-1560-PPV-A                                                                                 ,Standard cylinder,,Mexico City,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,3,,,5,1,PC, DNCB-100-1560-PPV-A                                                                                  Festo,,,,0,ZA,,,2120,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003441,Siemens AG,1LA6280-4AA60-Z                                                                                     ,,Three-phase motor,Toronto,0020-PL15,0012L02028,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,4,1,PC,Three-phase motor 1LA6280-4AA60-Z                                                                                      Siemens AG,,,,0,ZA,,,4695,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003442,Festo,DSN-20-40-PPV                                                                                       ,Standard cylinder,,Cape Town,0020-EF50,0012L02008,,,,,,,0020-PL15,VB,C875,,FX,3,,,2,1,PC, DSN-20-40-PPV                                                                                        Festo,,,,0,ZA,,,2121,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003443,Festo,9999,VSVA-B-P53C-ZH-A1-1C1 FESTO,,Cape Town,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,HB,1,,,2,1,PC, 9999 Festo,,,,0,ZA,,,4121,3,48568 | 55879,0 I 0,Purchased Part,EN,,
ERSA003444,Festo,9999,FRC1/2D7 MIDI FESTO,,Stuttgart,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,C875,,HB,2,,,4,1,PC, 9999 Festo,,,,0,ZA,,,1280,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003445,Siemens AG,1LA6207-4AA70                                                                                       ,,Three-phase motor,Chicago,0020-PL15|0020-EF50,B450,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,4,1,PC,Three-phase motor 1LA6207-4AA70                                                                                        Siemens AG,,,,0,ZA,,,4546,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003446,Festo,PAL-1/8-5                                                                                           ,P-connector,,Buenoes Aires,0020-EF50|0020-PF90,Z356,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,1,1,PC, PAL-1/8-5                                                                                            Festo,,,,0,ZA,,,2991,3,48568 | 55879,0 I 0,Purchased Part,EN,,
ERSA003447,Festo,158538,Standard cylinder,pneumatic cylinder,Mexico City,0020-PL15,G690,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,4,1,PC,pneumatic cylinder 158538 Festo,,,,165.78,ZA,,,4964,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003448,Festo,DNC-50-80-PPV-A                                                                                     ,Standard cylinder,,Stuttgart,0020-EF50,F340,,,,,,,0020-PL15,VB,C875,,HB,2,,,5,1,PC, DNC-50-80-PPV-A                                                                                      Festo,,,,0,ZA,,,4572,2,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003449,Festo,162682,Filter control valve,,Cape Town,0020-PF90,L900,,,,,,,0020-EF50,VB,C875,,FX,1,,,3,1,PC, 162682 Festo,,,,0,ZA,,,2001,3,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003450,Festo,VDMA-24345-A-2                                                                                      ,Valve terminal,manual valves,Cape Town,0020-PL15|0020-EF50|0020-PF90,D470,,,,,,,0020-PF90,VB,C875,,HB,2,,,0,1,PC,manual valves VDMA-24345-A-2                                                                                       Festo,,,,0,ZA,,,2329,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003451,Festo,1463598,Cylinder,,Chicago,0020-PL15|0020-EF50,H230,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,0,1,PC, 1463598 Festo,,,,0,ZA,,,2464,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003452,Siemens AG,1LG4253-6AA60250M                                                                                   ,,three-phase motor,Tokyo,0020-EF50|0020-PF90,A168,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,2,,,5,1,PC,three-phase motor 1LG4253-6AA60250M                                                                                    Siemens AG,,,,1678.34,ZA,,,2432,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003453,Festo,9999,ADVL-50-10-A,,Cape Town,0020-PL15,C560,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,1,1,PC, 9999 Festo,,,,0,ZA,,,1130,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003454,Festo,9999,FMA-63-10-1/4-EN,,Cape Town,0020-EF50,E440,,,,,,,0020-PL15,VB,C875,,HB,2,,,4,1,PC, 9999 Festo,,,,0,ZA,,,1983,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003455,Festo,9999,DNC4050PPVA,,Toronto,0020-PF90,K780,,,,,,,0020-EF50,VB,C875,,FX,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,1870,3,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003456,Festo,9999,DNC-40-200-PPVA-KP CILINDRO,,Chicago,0020-PL15|0020-EF50|0020-PF90,606028,,,,,,,0020-PF90,VB,C875,,FX,2,,,2,1,PC, 9999 Festo,,,,0,ZA,,,2082,1,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003457,Festo,9999,Cilindro DSNU25-160PPVAQ FESTO,,Mexico City,0020-PL15|0020-EF50,606029,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,3,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2504,2,48568 | 55879,0 I 0,Purchased Part,EN,,
ERSA003458,Siemens AG,6SL3120-1TE23-0AA3                                                                                  ,,SINGLE MOTOR MODULE,Stuttgart,0020-EF50|0020-PF90,606030,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,2,,,1,1,PC,SINGLE MOTOR MODULE 6SL3120-1TE23-0AA3                                                                                   Siemens AG,,,,0,ZA,,,4040,3,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003459,Festo,DGS-20-32-P                                                                                         ,Standard cylinder,,Buenoes Aires,0020-PL15,606031,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,3,1,PC, DGS-20-32-P                                                                                          Festo,,,,0,ZA,,,1403,1,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003460,Festo,9999,ADVUL-50-50-PA,,Tokyo,0020-EF50,606019,,,,,,,0020-PL15,VB,C875,,FX,2,,,4,1,PC, 9999 Festo,,,,0,ZA,,,4340,2,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003461,Festo,2101,Throttle,,Cape Town,0020-PF90,606020,,,,,,,0020-EF50,VB,C875,,FX,1,,,2,1,PC, 2101 Festo,,,,0,ZA,,,3169,3,56588,8,Purchased Part,EN,,
ERSA003462,Siemens AG,1FT6044-4AF71-3TA0                                                                                  ,,SIE servo motor,Toronto,0020-PL15|0020-EF50|0020-PF90,??,,,,,,,0020-PF90,VB,C875,,FX,2,,,2,1,PC,SIE servo motor 1FT6044-4AF71-3TA0                                                                                   Siemens AG,,,,0,ZA,,,1699,1,78836,8,Purchased Part,EN,,
ERSA003463,Siemens AG,1LA6253-4AA60250M                                                                                   ,,three-phase motor,Toronto,0020-PL15|0020-EF50,0,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,3,,,3,1,PC,three-phase motor 1LA6253-4AA60250M                                                                                    Siemens AG,,,,0,ZA,,,3630,2,55885,2,Purchased Part,EN,,
ERSA003464,Festo,GRLZ-M5-RS-B                                                                                        ,Throttle check valve,One-way restricor,Chicago,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,5,1,PC,One-way restricor GRLZ-M5-RS-B                                                                                         Festo,,,,0,ZA,,,1181,3,77557,11,Purchased Part,EN,,
ERSA003465,Festo,159452,Valve block,,Toronto,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,3,1,PC, 159452 Festo,,,,0,ZA,,,4255,1,15986,3,Purchased Part,EN,,
ERSA003466,Festo,SDE5-D10-C-Q6-P-M8-G                                                                                ,Pressure sensor,Pressure regulator,Mexico City,0020-EF50,,,,,,,,0020-PL15,VB,C875,,FX,2,,,3,1,PC,Pressure regulator SDE5-D10-C-Q6-P-M8-G                                                                                 Festo,,,,941.3,ZA,,,3783,2,15796,3,Purchased Part,EN,,
ERSA003467,Siemens AG,1LE1503-0DB22-2KA4                                                                                  ,,Three-phase motor,Stuttgart,0020-PF90,,,,,,,,0020-EF50,VB,C875,,FX,1,,,2,1,PC,Three-phase motor 1LE1503-0DB22-2KA4                                                                                   Siemens AG,,,,0,ZA,,,2398,3,45863,1,Purchased Part,EN,,
ERSA003468,Festo,9999,ADVU 20-50 PA,,Cape Town,0020-PL15|0020-EF50|0020-PF90,,,,,,,,0020-PF90,VB,C875,,FX,1,,,1,1,PC, 9999 Festo,,,,0,ZA,,,1004,1,48576,1,Purchased Part,EN,,
ERSA003469,Festo,9999,LR-1/8-D-MINI,,Chicago,0020-PL15|0020-EF50,,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,1,1,PC, 9999 Festo,,,,0,ZA,,,4230,2,15579,1,Purchased Part,EN,,
ERSA003470,Siemens AG,1LA6220-4AA70225S                                                                                   ,,Three-phase motor,Mexico City,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,1,1,PC,Three-phase motor 1LA6220-4AA70225S                                                                                    Siemens AG,,,,1349.03,ZA,,,4878,3,45578,2,Purchased Part,EN,,
ERSA003471,Festo,1370481,,LGV motor rear LMS,Tokyo,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,2,1,PC,LGV motor rear LMS 1370481 Festo,,,,0,ZA,,,4855,1,36598,8,Purchased Part,EN,,
ERSA003472,Siemens AG,1LA8403-6AB60-2400                                                                                  ,,Three-phase motor,Stuttgart,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,HB,1,,,5,1,PC,Three-phase motor 1LA8403-6AB60-2400                                                                                   Siemens AG,,,,0,ZA,,,3746,2,12678,9,Purchased Part,EN,,
ERSA003473,Festo,174388,Mounting,,Buenoes Aires,0020-PF90,0012L02043,,,,,,,0020-EF50,VB,C875,,FX,1,,,5,1,PC, 174388 Festo,,,,0,ZA,,,2134,3,12576,4,Purchased Part,EN,,
ERSA003474,Siemens AG,1LA9083-2KA10                                                                                       ,,Three-phase motor,Chicago,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,HB,2,,,3,1,PC,Three-phase motor 1LA9083-2KA10                                                                                        Siemens AG,,,,1349.03,ZA,,,1699,1,257968,5,Purchased Part,EN,,
ERSA003475,Siemens AG,1LE1001-0DB32-2KA4                                                                                  ,,Flanged motor,Chicago,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,3,1,PC,Flanged motor 1LE1001-0DB32-2KA4                                                                                   Siemens AG,,,,1583.89,ZA,,,1907,2,12546,2,Purchased Part,EN,,
ERSA003476,Festo,FMAP-63-6-1/4                                                                                       ,Pressure gauge,Pressure gauge,Toronto,0020-EF50|0020-PF90,0012L02013,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,2,1,PC,Pressure gauge FMAP-63-6-1/4                                                                                        Festo,,,,0,ZA,,,3209,3,478562,4,Purchased Part,EN,,
ERSA003477,Festo,CPV18-M1H-2x3-OLS-1/4                                                                               ,Valve kit,Sealing and repair kits,Stuttgart,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,2,1,PC,Sealing and repair kits CPV18-M1H-2x3-OLS-1/4                                                                                Festo,,,,0,ZA,,,1210,1,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA003478,Festo,9999,CPE14-M1BH-5L-1/8,,Buenoes Aires,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,1,,,2,1,PC, 9999 Festo,,,,0,ZA,,,2925,2,867936,1,Purchased Part,EN,,
ERSA003479,Festo,174405,clevis,,Chicago,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,FX,2,,,5,1,PC, 174405 Festo,,,,0,ZA,,,1823,3,6589|7854,0 I 0,Purchased Part,EN,,
ERSA003480,Festo,"FK-M16X1,5                                                                                          ",Flexible coupling,,Stuttgart,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PF90,VB,C875,,FX,2,,,5,1,PC," FK-M16X1,5                                                                                           Festo",,,,0,ZA,,,2669,1,458796|785625,2 I 4,Purchased Part,EN,,
ERSA003481,Festo,525896,Proximity switch,,Cape Town,0020-PL15|0020-EF50,0012L02008,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,4,1,PC, 525896 Festo,,,,0,ZA,,,3529,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003482,Siemens AG,3RV10111JA10                                                                                       ,,Motor protection switch,Tokyo,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,4,1,PC,Motor protection switch 3RV10111JA10                                                                                        Siemens AG,,,,0,ZA,,,1767,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003483,Festo,193419,Push-in L-fitting G1/8-6,Pneumatic connection technology,Stuttgart,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,2,1,PC,Pneumatic connection technology 193419 Festo,,,,0,ZA,,,3950,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003484,Festo,9999,MFH-5/3G-1/4-B,,Stuttgart,0020-EF50,B450,,,,,,,0020-PL15,VB,C875,,HB,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2882,2,56588,1,Purchased Part,EN,,
ERSA003485,Festo,34503 B718034503                                                                                    ,Guide unit,,Toronto,0020-PF90,Z356,,,,,,,0020-EF50,VB,C875,,FX,2,,,4,1,PC, 34503 B718034503                                                                                     Festo,,,,0,ZA,,,2758,3,78836,2,Purchased Part,EN,,
ERSA003486,Siemens AG,1PH8087-1FG02-1BB1                                                                                  ,,Servo motor,Toronto,0020-PL15|0020-EF50|0020-PF90,G690,,,,,,,0020-PF90,VB,C875,,HB,1,,,2,1,PC,Servo motor 1PH8087-1FG02-1BB1                                                                                   Siemens AG,,,,0,ZA,,,1228,1,55885,8,Purchased Part,EN,,
ERSA003487,Siemens AG,3VE1010-2H                                                                                          ,,Motor protection switch,Chicago,0020-PL15|0020-EF50,F340,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,3,1,PC,Motor protection switch 3VE1010-2H                                                                                           Siemens AG,,,,1678.34,ZA,,,2079,2,77557,9,Purchased Part,EN,,
ERSA003488,Festo,MFHE-3-1/2                                                                                          ,On-off valve,Accessories pneumatic elements,Toronto,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,0,1,PC,Accessories pneumatic elements MFHE-3-1/2                                                                                           Festo,,,,0,ZA,,,4045,3,15986,4,Purchased Part,EN,,
ERSA003489,Festo,DNU-40-200-PPV-A                                                                                    ,Standard cylinder,,Chicago,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,4,1,PC, DNU-40-200-PPV-A                                                                                     Festo,,,,0,ZA,,,1509,1,15796,3,Purchased Part,EN,,
ERSA003490,Siemens AG,3RV1021-4CA10                                                                                       ,,Motor protection switch,Mexico City,0020-EF50,H230,,,,,,,0020-PL15,VB,C875,,FX,1,,,1,1,PC,Motor protection switch 3RV1021-4CA10                                                                                        Siemens AG,,,,1808.9,ZA,,,3202,1,45863,5,Purchased Part,EN,,
ERSA003491,Siemens AG,6SL3120-2TE21-0AD0                                                                                  ,,Double Motor Module,Mexico City,0020-PF90,A168,,,,,,,0020-EF50,VB,C875,,FX,2,,,3,1,PC,Double Motor Module 6SL3120-2TE21-0AD0                                                                                   Siemens AG,,,,0,ZA,,,1110,2,48576,2,Purchased Part,EN,,
ERSA003492,Festo,HRB-D-MINI                                                                                          ,Mounting bracket,Accessories pneumatic elements,Stuttgart,0020-PL15|0020-EF50|0020-PF90,C560,,,,,,,0020-PF90,VB,C875,,HB,1,,,5,1,PC,Accessories pneumatic elements HRB-D-MINI                                                                                           Festo,,,,0,ZA,,,4993,3,15579,1,Purchased Part,EN,,
ERSA003493,Festo,DSBC-63-160-PPVA-N3 1383584                                                                         ,air cylinder,,Chicago,0020-PL15|0020-EF50,E440,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,1,1,PC, DSBC-63-160-PPVA-N3 1383584                                                                          Festo,,,,0,ZA,,,1757,1,45578,4,Purchased Part,EN,,
ERSA003494,Festo,DN-50-200-PPV                                                                                       ,Standard cylinder,Pneumatic cylinder,Chicago,0020-EF50|0020-PF90,K780,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,0,1,PC,Pneumatic cylinder DN-50-200-PPV                                                                                        Festo,,,,0,ZA,,,3267,2,36598,8,Purchased Part,EN,,
ERSA003495,Siemens AG,3RV1021-1DA15                                                                                       ,,Motor protection switch,Chicago,0020-PL15,606028,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,2,,,3,1,PC,Motor protection switch 3RV1021-1DA15                                                                                        Siemens AG,,,,1583.89,ZA,,,4440,3,12678,11,Purchased Part,EN,,
ERSA003496,Festo,DGS-25-10                                                                                           ,round cylinder D25/stroke10,Pneumatic cylinder,Chicago,0020-EF50,606029,,,,,,,0020-PL15,VB,C875,,FX,2,,,3,1,PC,Pneumatic cylinder DGS-25-10                                                                                            Festo,,,,0,ZA,,,3860,1,12576,7,Purchased Part,EN,,
ERSA003497,Festo,332165,cover f. DGPL 25/32,,Cape Town,0020-PF90,606030,,,,,,,0020-EF50,VB,C875,,FX,1,,,4,1,PC, 332165 Festo,,,,0,ZA,,,2280,2,257968,1,Purchased Part,EN,,
ERSA003498,Festo,9999,R5-1/4-B,,Chicago,0020-PL15|0020-EF50|0020-PF90,606031,,,,,,,0020-PF90,VB,C875,,HB,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2246,3,12546,3,Purchased Part,EN,,
ERSA003499,Festo,9999,LBN-20/25,,Stuttgart,0020-PL15|0020-EF50,606019,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,3956,1,478562,8,Purchased Part,EN,,
ERSA003500,Festo,CPE14-M1BH-5L-1/8                                                                                   ,Solenoid valve,manual valves,Chicago,0020-EF50|0020-PF90,606020,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,2,,,3,1,PC,manual valves CPE14-M1BH-5L-1/8                                                                                    Festo,,,,0,ZA,,,3115,2,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA003501,Siemens AG,3RV1021-0JA10 2700153                                                                               ,,Motor protection switch,Mexico City,0020-PL15,K780,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,5,1,PC,Motor protection switch 3RV1021-0JA10 2700153                                                                                Siemens AG,,,,0,ZA,,,3735,3,867936,4,Purchased Part,EN,,
ERSA003502,Siemens AG,3RV1011-1DA10                                                                                       ,,Motor protection switch,Stuttgart,0020-EF50,606028,,,,,,,0020-PL15,VB,C875,,HB,2,,,2,1,PC,Motor protection switch 3RV1011-1DA10                                                                                        Siemens AG,,,,0,ZA,,,2655,1,6589|7854,5 I 1,Purchased Part,EN,,
ERSA003503,Siemens AG,6SL3120-1TE24-5AA3                                                                                  ,,Single Motor Module,Chicago,0020-PF90,606029,,,,,,,0020-EF50,VB,C875,,HB,3,,,0,1,PC,Single Motor Module 6SL3120-1TE24-5AA3                                                                                   Siemens AG,,,,0,ZA,,,4832,2,458796|785625,4 I 7,Purchased Part,EN,,
ERSA003504,Siemens AG,1FK7086-4CF71-1QG0                                                                                  ,,Servo motor,Stuttgart,0020-PL15|0020-EF50|0020-PF90,606030,,,,,,,0020-PF90,VB,C875,,FX,2,,,5,1,PC,Servo motor 1FK7086-4CF71-1QG0                                                                                   Siemens AG,,,,1678.34,ZA,,,3544,3,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA003505,Festo,9999,DNN-40-100-PPVA,,Tokyo,0020-PL15|0020-EF50,606031,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,2,1,PC, 9999 Festo,,,,0,ZA,,,4707,1,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA003506,Festo,MFHE-3-1/4-B                                                                                        ,Solenoid valve,,Buenoes Aires,0020-EF50|0020-PF90,606019,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,2,,,3,1,PC, MFHE-3-1/4-B                                                                                         Festo,,,,0,ZA,,,2673,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA003507,Festo,VSVA-B-M52-MH-A1-1C1                                                                                ,Solenoid valve,directional valves,Toronto,0020-PL15,606020,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,2,1,PC,directional valves VSVA-B-M52-MH-A1-1C1                                                                                 Festo,,,,0,ZA,,,3581,3,56588,3,Purchased Part,EN,,
ERSA003508,Festo,2674,Rod clevis SG-M10,,Tokyo,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,FX,2,,,4,1,PC, 2674 Festo,,,,0,ZA,,,4998,1,78836,10,Purchased Part,EN,,
ERSA003509,Festo,DSNU-20-25-PPV-A                                                                                    ,Standard cylinder,,Tokyo,0020-PF90,0012L02043,,,,,,,0020-EF50,VB,C875,,FX,2,,,5,1,PC, DSNU-20-25-PPV-A                                                                                     Festo,,,,0,ZA,,,2245,2,55885,5,Purchased Part,EN,,
ERSA003510,Festo,9999,DNC3225PPVA,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,FX,1,,,0,1,PC, 9999 Festo,,,,0,ZA,,,4750,3,77557,8,Purchased Part,EN,,
ERSA003511,Festo,9999,VL/0-3-1/2,,Stuttgart,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,3,1,PC, 9999 Festo,,,,0,ZA,,,1023,1,15986,8,Purchased Part,EN,,
ERSA003512,Festo,18210,Valve terminal,,Cape Town,0020-EF50|0020-PF90,0012L02013,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,1,1,PC, 18210 Festo,,,,0,ZA,,,3639,2,15796,6,Purchased Part,EN,,
ERSA003513,Festo,9999,HE-D-MIDI,,Stuttgart,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,2410,3,45863,3,Purchased Part,EN,,
